route_id,trip_id,service_id,direction_id,shape_id
15074,2420552,9,1,74283
15074,2420553,9,0,74282
15074,2420554,9,1,74283
15074,2420555,9,0,74282
15074,2420556,9,1,74283
15074,2420557,9,0,74282
15074,2420558,9,1,74283
15074,2420559,9,0,74282
15074,2420560,9,1,74283
15074,2420561,9,0,74282
15074,2420562,9,1,74283
15074,2420563,9,0,74282
15074,2420564,9,1,74283
15074,2420565,9,0,74282
15074,2420566,9,1,74283
15074,2420567,9,0,74282
15074,2420568,9,1,74283
15074,2420569,9,0,74282
15074,2420570,9,1,74283
15074,2420571,9,0,74282
15074,2420572,9,1,74283
15074,2420573,9,0,74282
15074,2420574,9,1,74283
15074,2420575,9,0,74282
15074,2420576,9,1,74283
15074,2420577,9,0,74282
15074,2420578,9,1,74283
15074,2420579,9,0,74282
15074,2420580,9,1,74283
15074,2420581,9,0,74282
15074,2420582,9,1,74283
15074,2420583,9,0,74282
15074,2420584,9,1,74283
15251,2422134,3,0,186356
15251,2422135,3,1,79885
15251,2422136,3,0,186356
15251,2422137,3,1,79885
15251,2422140,3,0,186356
15251,2422141,3,1,79885
15251,2422143,3,0,186356
15251,2422144,3,1,79885
15251,2422146,3,0,186356
15251,2422147,3,1,79885
15251,2422149,3,0,186356
15251,2422150,3,1,79885
15251,2422152,3,0,186356
15251,2422153,3,1,79885
15247,2422187,3,0,186352
15247,2422188,3,1,74180
15247,2422189,3,0,186353
15247,2422190,3,1,74180
15247,2422191,3,0,186353
15247,2422192,3,1,74180
15247,2422193,3,0,186353
15247,2422194,3,1,74180
15247,2422195,3,0,186353
15247,2422196,3,1,74180
15247,2422197,3,0,186353
15247,2422198,3,1,74180
15247,2422199,3,0,186353
15247,2422200,3,1,74180
15247,2422201,3,0,186353
15247,2422202,3,1,74180
15247,2422203,3,0,186353
15247,2422204,3,1,74180
15247,2422205,3,0,186353
15247,2422206,3,1,74180
15247,2422207,3,0,186353
15247,2422208,3,1,74180
15247,2422209,3,0,186353
15247,2422210,3,1,74180
15247,2422238,3,0,186353
15247,2422239,3,1,74180
15247,2422241,3,0,186353
15247,2422242,3,1,74180
15224,2422249,3,0,186354
15224,2422250,3,1,74208
15224,2422251,3,0,186355
15224,2422252,3,1,76647
15224,2422253,3,0,186354
15224,2422254,3,1,74208
15224,2422255,3,0,186355
15224,2422256,3,1,74208
15224,2422258,3,0,186354
15224,2422259,3,1,74208
15224,2422260,3,0,186354
15224,2422261,3,1,74208
15224,2422262,3,0,186354
15224,2422263,3,1,74208
15224,2422264,3,0,186354
15224,2422265,3,1,74208
15224,2422266,3,0,186354
15224,2422267,3,1,74208
15224,2422268,3,0,186355
15224,2422269,3,1,76647
15224,2422270,3,0,186354
15224,2422271,3,1,74208
15224,2422272,3,0,186354
15224,2422273,3,1,76647
15224,2422275,3,0,186354
15224,2422276,3,1,74208
15224,2422277,3,0,186354
15224,2422278,3,1,74208
15224,2422280,3,0,186354
15224,2422281,3,1,74208
15224,2422282,3,0,186354
15224,2422283,3,1,74208
15224,2422284,3,0,186354
15224,2422285,3,1,74208
15224,2422286,3,0,186355
15224,2422287,3,1,76647
15224,2422288,3,0,186354
15224,2422289,3,1,74208
15251,2422411,2,0,186356
15251,2422412,2,1,79885
15251,2422413,2,0,186356
15251,2422414,2,1,79885
15251,2422417,2,0,186356
15251,2422418,2,1,79885
15251,2422420,2,0,186356
15251,2422421,2,1,79885
15251,2422423,2,0,186356
15251,2422424,2,1,79885
15251,2422426,2,0,186356
15251,2422427,2,1,79885
15251,2422429,2,0,186356
15251,2422430,2,1,79885
20274,2422828,3,1,81591
20274,2422830,3,1,81591
20274,2422832,3,1,81591
20274,2422834,3,1,81591
20274,2422836,3,1,81591
20274,2422838,3,1,81591
20274,2422840,3,1,81591
20274,2422842,3,1,81591
20274,2422844,3,0,81628
20274,2422846,3,0,81628
20274,2422848,3,0,81628
20274,2422850,3,1,81591
15224,2424628,2,0,186354
15224,2424629,2,1,74208
15224,2424630,2,0,186355
15224,2424631,2,1,76647
15224,2424632,2,0,186354
15224,2424633,2,1,78215
15224,2424634,2,0,186355
15224,2424635,2,1,74208
15224,2424637,2,0,186354
15224,2424638,2,1,74208
15224,2424639,2,0,186354
15224,2424640,2,1,74208
15224,2424641,2,0,186354
15224,2424642,2,1,74208
15224,2424643,2,0,186354
15224,2424644,2,1,74208
15224,2424645,2,0,186354
15224,2424646,2,1,74208
15224,2424647,2,0,186355
15224,2424648,2,1,76647
15224,2424649,2,0,186354
15224,2424650,2,1,74208
15224,2424651,2,0,186354
15224,2424652,2,1,76647
15224,2424654,2,0,186354
15224,2424655,2,1,74208
15224,2424656,2,0,186354
15224,2424657,2,1,74208
15224,2424659,2,0,186354
15224,2424660,2,1,74208
15224,2424661,2,0,186354
15224,2424662,2,1,74208
15224,2424663,2,0,186354
15224,2424664,2,1,74208
15224,2424665,2,0,186355
15224,2424666,2,1,76647
15224,2424667,2,0,186354
15224,2424668,2,1,74208
15247,2424780,2,0,186352
15247,2424781,2,1,74180
15247,2424782,2,0,186353
15247,2424783,2,1,74180
15247,2424784,2,0,186353
15247,2424785,2,1,74180
15247,2424786,2,0,186353
15247,2424787,2,1,74180
15247,2424788,2,0,186353
15247,2424789,2,1,74180
15247,2424790,2,0,186353
15247,2424791,2,1,74180
15247,2424792,2,0,186353
15247,2424793,2,1,74180
15247,2424794,2,0,186353
15247,2424795,2,1,74180
15247,2424796,2,0,186353
15247,2424797,2,1,74180
15247,2424798,2,0,186353
15247,2424799,2,1,74180
15247,2424800,2,0,186353
15247,2424801,2,1,74180
15247,2424802,2,0,186353
15247,2424803,2,1,74180
23906,2432879,2,1,186103
23906,2432880,2,0,154154
23906,2432881,2,1,186103
23906,2432882,2,0,154154
23906,2432883,2,1,186103
23906,2432884,2,0,154154
23906,2432885,2,1,186103
23906,2432886,2,0,154155
23906,2432887,2,1,186103
23906,2432888,2,0,154155
23906,2432889,2,1,186103
23906,2432890,2,0,154155
23906,2432891,2,1,186103
23906,2432892,2,0,154155
23906,2432893,2,1,186103
23906,2432894,2,0,154154
23906,2432895,2,1,186103
23906,2432896,2,0,154154
23906,2432897,2,1,186103
23906,2432898,2,0,154154
23906,2432899,2,1,186103
23906,2432900,2,0,154154
23906,2432901,2,1,186103
23906,2432902,2,0,154154
23906,2432903,2,1,186103
23906,2432905,2,0,154154
23906,2432906,2,1,186103
23906,2432908,2,0,154154
23906,2432909,2,1,186103
23906,2432911,2,0,154154
23906,2432912,2,1,186103
23906,2432913,2,0,154154
23906,2432914,2,1,186103
23906,2432915,2,0,154154
23906,2432916,2,1,186103
23906,2432917,2,0,154154
23906,2432918,2,1,186103
23906,2432919,2,0,154154
23906,2432920,2,1,186103
23906,2432921,2,0,154154
23906,2432922,2,1,186103
23906,2432923,2,0,154154
23906,2432924,2,1,186103
23906,2432925,2,0,154154
23906,2432926,2,1,186103
23906,2432927,2,0,154154
23906,2432928,2,1,186103
23906,2432929,2,0,154154
23906,2432930,2,1,186103
23906,2432931,2,0,154154
23906,2432932,2,1,186103
23906,2432933,2,0,154154
23906,2432934,2,1,186103
23906,2432935,2,0,154154
23906,2432936,2,1,186103
23906,2432937,2,0,154154
23906,2432938,2,1,186103
23906,2432939,2,0,154154
23906,2432940,2,1,186103
23906,2432941,2,0,154154
23906,2432942,2,1,186103
23906,2432943,2,0,154154
23906,2432944,2,1,186103
23906,2432946,2,0,154154
23906,2432947,2,1,186103
23906,2432948,2,0,154154
23906,2432949,2,1,186103
23906,2432950,2,0,154154
23906,2432951,2,1,186103
23906,2432952,2,0,154154
23906,2432953,2,1,186103
23906,2432954,2,0,154154
23906,2432955,2,1,186103
23906,2432956,2,0,154154
23906,2432958,2,0,154154
19289,2437677,2,0,74285
19289,2437678,2,1,74286
19289,2437679,2,0,74285
19289,2437680,2,1,74286
19289,2437681,2,0,74285
19289,2437682,2,1,74286
19289,2437683,2,0,74285
19289,2437684,2,1,74286
19289,2437685,2,0,74285
19289,2437686,2,1,74286
19289,2437687,2,0,74285
19289,2437688,2,1,74286
19289,2437689,2,0,74285
19289,2437690,2,1,74286
19289,2437691,2,0,74285
19289,2437692,2,1,74286
19289,2437693,2,0,74285
19289,2437694,2,1,74286
19289,2437695,2,0,74285
19289,2437696,2,1,74286
19289,2437705,2,0,74285
19289,2437706,2,1,74286
19289,2437707,2,0,74285
19289,2437708,2,1,74286
19289,2437711,2,0,74285
19289,2437712,2,1,74286
19289,2437713,2,0,74285
19289,2437714,2,1,74286
19289,2437716,2,0,74285
19289,2437717,2,1,74286
19289,2437719,2,0,74285
19289,2437720,2,1,74286
19289,2437722,2,0,74285
19289,2437723,2,1,74286
19289,2437725,2,0,74285
19289,2437726,2,1,74286
19289,2437728,2,0,74285
19289,2437729,2,1,74286
19289,2437731,2,0,74285
19289,2437732,2,1,74286
19289,2437733,2,0,74285
19289,2437734,2,1,74286
19289,2437735,2,0,74285
19289,2437736,2,1,74286
19289,2437737,2,0,74285
19289,2437738,2,1,74286
19289,2437739,2,0,74285
19289,2437740,2,1,74286
19289,2437742,2,0,74285
19289,2437743,2,1,74286
19289,2437745,2,0,74285
19289,2437746,2,1,74286
19289,2437748,2,0,74285
19289,2437749,2,1,74286
19289,2437751,2,0,74285
19289,2437752,2,1,74286
19289,2437753,2,0,74285
19289,2437754,2,1,74286
19289,2437755,2,0,74285
19289,2437756,2,1,74286
19289,2437757,2,0,74285
19289,2437758,2,1,74286
19289,2437759,2,0,74285
19289,2437760,2,1,74286
19289,2437761,2,0,74285
19289,2437762,2,1,74286
19289,2437763,2,0,74285
19289,2437764,2,1,74286
19289,2437765,2,0,74285
19289,2437766,2,1,74286
19289,2437767,2,0,74285
19289,2437768,2,1,74286
19289,2437769,2,0,74285
19289,2437770,2,1,74286
19289,2437771,2,0,74285
19289,2437772,2,1,74286
19289,2437773,2,0,74285
19289,2437774,2,1,74286
19289,2437775,2,0,74285
19289,2437776,2,1,74286
